id	hierarchy	fixes	observed_node	experimental_outcome	predict_value	attractor_agreement	score
79	2	ABA=0,GPA1=0,PA=1,	Closure	Some/ON	0.0	0.0	0.0
80	3	ABA=0,GPA1=0,PA=1,PLDalpha=0,	Closure	Some/ON	0.0	0.0	0.0
81	2	ABA=0,ABI1=0,PLDalpha=0,	Closure	OFF	0.0	1.0	1.0
82	3	ABA=1,ABI1=0,PLDalpha=0,	Closure	ON	1.0	1.0	1.0
83	1	ABA=0,GPA1=0,	Closure	OFF	0.0	1.0	1.0
84	2	ABA=1,GPA1=0,	Closure	ON	0.0	0.0	0.0
85	2	ABA=0,GPA1=0,PLDalpha=0,	Closure	OFF	0.0	1.0	1.0
86	3	ABA=1,GPA1=0,PLDalpha=0,	Closure	OFF	0.0	1.0	0.0
89	2	ABA=0,Ca2c=0,PLDalpha=0,	Closure	OFF	0.0	1.0	1.0
90	3	ABA=1,Ca2c=0,PLDalpha=0,	Closure	OFF/Some	0.0	1.0	0.0
91	2	ABA=0,Ca2c=0,PA=1,	Closure	Some/ON	0.0	0.0	0.0
92	3	ABA=0,Ca2c=0,PA=1,PLDalpha=0,	Closure	Some/ON	0.0	0.0	0.0
99	1	ABA=0,cGMP=1,	Closure	OFF	0.0	1.0	1.0
100	3	ABA=1,NOGC1=0,cGMP=1,	Closure	Some/ON	1.0	1.0	0.0
101	1	ABA=0,cADPR=0,	Closure	OFF/Some	0.0	1.0	1.0
102	2	ABA=1,cADPR=0,	Closure	Some/ON	1.0	1.0	1.0
103	1	ABA=0,ADPRc=0,	Closure	OFF	0.0	1.0	1.0
104	2	ABA=1,ADPRc=0,	Closure	OFF/Some	1.0	0	0.0
113	1	ABA=0,PLC=0,	Closure	OFF/Some	0.0	1.0	1.0
114	2	ABA=1,PLC=0,	Closure	Some/ON	1.0	1.0	1.0
115	1	ABA=0,InsP3=0,	Closure	OFF	0.0	1.0	1.0
116	2	ABA=1,InsP3=0,	Closure	OFF/Some	1.0	0	0.0
119	3	ABA=1,PLC=0,cADPR=0,	Closure	OFF	1.0	0	0.0
121	1	ABA=0,pHc=0,	Closure	OFF	0.0	1.0	1.0
122	2	ABA=1,pHc=0,	Closure	OFF/Some	0.0	1.0	1.0
123	2	ABA=0,OST1=0,pHc=0,	Closure	OFF	0.0	1.0	1.0
124	3	ABA=1,OST1=0,pHc=0,	Closure	OFF	0.0	1.0	0.0
125	3	ABA=1,GPA1=0,pHc=0,	Closure	OFF/Some	0.0	1.0	0.0
126	2	ABA=0,NO=1,RBOH=0,	Closure	ON	0.5	0.5	0.5
136	1	ABA=0,KOUT=0,	Closure	OFF	0.0	1.0	1.0
137	2	ABA=1,KOUT=0,	Closure	Some	1.0	0	0.0
142	2	ABA=0,KOUT=0,pHc=0,	Closure	OFF	0.0	1.0	1.0
143	3	ABA=1,KOUT=0,pHc=0,	Closure	Some	0.0	0.0	0.0
147	1	ABA=0,H_ATPase=1,	Closure	OFF	0.0	1.0	1.0
148	2	ABA=1,H_ATPase=1,	Closure	Some	1.0	0	0.0
149	1	ABA=0,AtRAC1=0,	Closure	Some/ON	0.0	0.0	0.0
150	1	ABA=0,AtRAC1=1,	Closure	OFF	0.0	1.0	1.0
151	2	ABA=1,AtRAC1=1,	Closure	Some	0.0	0.0	0.0
176	2	ABA=0,OST1=0,ROS=1,	Closure	Some/ON	0.0	0.0	0.0
178	1	ABA=0,RCN1=0,	Closure	OFF/Some	0.0	1.0	1.0
179	2	ABA=1,RCN1=0,	Closure	Some	1.0	0	0.0
182	1	ABA=0,NIA1_2=0,	Closure	OFF/Some	0.0	1.0	1.0
183	2	ABA=1,NIA1_2=0,	Closure	OFF	1.0	0	0.0
196	1	ABA=0,NOGC1=0,	Closure	OFF	0.0	1.0	1.0
197	2	ABA=1,NOGC1=0,	Closure	OFF	1.0	0	0.0
198	2	ABA=0,NO=1,NOGC1=0,	Closure	OFF	0.0	1.0	1.0
201	1	ABA=0,pHc=1,	Closure	Some/ON	0.0	0.0	0.0
202	2	ABA=1,pHc=1,	Closure	ON	1.0	1.0	0.0
203	1	ABA=0,NO=0,	Closure	OFF	0.0	1.0	1.0
204	2	ABA=1,NO=0,	Closure	OFF	1.0	0	0.0
208	1	ABA=0,S1P_PhytoS1P=1,	Closure	Some/ON	0.0	0.0	0.0
209	2	ABA=0,GPA1=0,S1P_PhytoS1P=1,	Closure	OFF/Some	0.0	1.0	0.0
212	1	ABA=0,NO=1,	Closure	Some/ON	0.5	1.0	1.0
213	2	ABA=0,NIA1_2=0,NO=1,	Closure	Some/ON	0.5	1.0	1.0
214	2	ABA=0,NIA1_2=0,ROS=1,	Closure	Some/ON	0.0	0.0	0.0
215	3	ABA=0,NO=1,NOGC1=0,cGMP=1,	Closure	Some/ON	0.5	1.0	1.0
216	2	ABA=0,GPA1=0,ROS=1,	Closure	ON	0.0	0.0	0.0
217	2	ABA=0,Actin_Reorganization=0,ROS=1,	Closure	Some	0.0	0.0	0.0
220	1	ABA=0,cADPR=1,	Closure	ON	0.0	0.0	0.0
221	2	ABA=0,ABI1=1,AtRAC1=0,	Closure	Some/ON	0.0	0.0	0.0
222	2	ABA=0,ABI1=1,AtRAC1=1,	Closure	OFF	0.0	1.0	1.0
223	1	ABA=0,InsP3=1,	Closure	Some/ON	0.0	0.0	0.0
225	1	ABA=0,CaIM=0,	Closure	OFF	0.0	1.0	1.0
227	2	ABA=0,CaIM=0,InsP3=1,	Closure	Some/ON	0.0	0.0	0.0
230	2	ABA=0,NO=1,PLC=0,	Closure	OFF	0.5	0.5	0.5
232	2	ABA=0,NO=1,PLDalpha=0,	Closure	Some/ON	0.5	1.0	1.0
236	2	ABA=0,GCR1=0,S1P_PhytoS1P=1,	Closure	ON	0.0	0.0	0.0
239	2	ABA=0,ABI1=1,NO=1,	Closure	OFF	0.0	1.0	1.0
242	2	ABA=0,CaIM=1,PLDalpha=0,	Closure	OFF	0.5	0.5	0.25
243	2	ABA=0,NO=0,ROS=1,	Closure	OFF/Some	0.0	1.0	0.0
244	2	ABA=0,NO=1,ROS=0,	Closure	ON	0.5	0.5	0.5
140	1	ABA=0,KOUT=0,	ROS	OFF	0.0	1.0	1.0
141	2	ABA=1,KOUT=0,	ROS	ON	1.0	1.0	1.0
245	0	ABA=0,	ROS	OFF	0.0	1.0	1.0
246	1	ABA=1,	ROS	ON	1.0	1.0	1.0
263	1	ABA=0,Ca2c=0,	ROS	OFF	0.0	1.0	1.0
264	2	ABA=1,Ca2c=0,	ROS	ON	1.0	1.0	1.0
282	1	ABA=0,NO=1,	ROS	OFF	0.0	1.0	1.0
283	2	ABA=1,NO=0,	ROS	ON	1.0	1.0	1.0
291	1	ABA=0,GPA1=0,	ROS	OFF	0.0	1.0	1.0
292	2	ABA=1,GPA1=0,	ROS	OFF	0.0	1.0	1.0
378	1	ABA=0,pHc=0,	ROS	OFF	0.0	1.0	1.0
379	2	ABA=1,pHc=0,	ROS	Some	0.0	0.0	0.0
384	1	ABA=0,OST1=0,	ROS	OFF	0.0	1.0	1.0
385	2	ABA=1,OST1=0,	ROS	OFF	0.0	1.0	1.0
386	1	ABA=0,OST1=1,	ROS	OFF	0.0	1.0	1.0
387	2	ABA=1,OST1=1,	ROS	ON	1.0	1.0	1.0
388	1	ABA=0,RBOH=0,	ROS	OFF	0.0	1.0	1.0
389	2	ABA=1,RBOH=0,	ROS	OFF	0.0	1.0	1.0
390	2	ABA=0,OST1=0,RBOH=0,	ROS	OFF	0.0	1.0	1.0
391	3	ABA=1,OST1=0,RBOH=0,	ROS	OFF	0.0	1.0	1.0
392	2	ABA=0,KOUT=0,RBOH=0,	ROS	OFF	0.0	1.0	1.0
393	3	ABA=1,KOUT=0,RBOH=0,	ROS	OFF	0.0	1.0	1.0
394	1	ABA=0,ABI1=1,	ROS	OFF	0.0	1.0	1.0
395	2	ABA=1,ABI1=1,	ROS	OFF	0.0	1.0	1.0
398	1	ABA=0,ABI1=0,	ROS	OFF	0.0	1.0	1.0
399	2	ABA=1,ABI1=0,	ROS	ON	1.0	1.0	1.0
413	1	ABA=0,PLDalpha=0,	ROS	OFF/Some	0.0	1.0	1.0
414	2	ABA=1,PLDalpha=0,	ROS	Some	0.0	0.0	0.0
469	1	ABA=0,PA=1,	ROS	Some/ON	0.0	0.0	0.0
477	2	ABA=0,PA=1,RBOH=0,	ROS	OFF	0.0	1.0	0.0
224	1	ABA=0,InsP3=1,	Ca2c	Some	0.0	0.0	0.0
226	1	ABA=0,CaIM=0,	Ca2c	OFF	0.0	1.0	1.0
228	2	ABA=0,CaIM=0,InsP3=1,	Ca2c	Some	0.0	0.0	0.0
314	0	ABA=0,	Ca2c	OFF	0.0	1.0	1.0
315	1	ABA=1,	Ca2c	Some	0.0	0.0	0.0
316	2	ABA=1,pHc=0,	Ca2c	OFF/Some	0.0	1.0	0.0
317	1	ABA=0,OST1=0,	Ca2c	OFF	0.0	1.0	1.0
318	2	ABA=1,OST1=0,	Ca2c	OFF	0.0	1.0	0.0
449	1	ABA=0,S1P_PhytoS1P=1,	Ca2c	Some	0.0	0.0	0.0
450	1	ABA=0,CaIM=1,	Ca2c	Some	0.5	1.0	1.0
461	1	ABA=0,PA=1,	Ca2c	OFF	0.0	1.0	1.0
247	0	ABA=0,	NO	OFF	0.0	1.0	1.0
248	1	ABA=1,	NO	ON	0.0	0.0	0.0
265	1	ABA=0,pHc=0,	NO	OFF	0.0	1.0	1.0
266	2	ABA=1,pHc=0,	NO	OFF	0.0	1.0	0.0
267	1	ABA=0,pHc=1,	NO	ON	0.0	0.0	0.0
268	2	ABA=1,pHc=1,	NO	ON	0.0	0.0	0.0
269	1	ABA=0,Ca2c=0,	NO	OFF	0.0	1.0	1.0
270	2	ABA=1,Ca2c=0,	NO	OFF	0.0	1.0	0.0
271	1	ABA=0,ROS=1,	NO	ON	0.0	0.0	0.0
272	1	ABA=0,NIA1_2=0,	NO	OFF/Some	0.0	1.0	1.0
273	2	ABA=1,NIA1_2=0,	NO	OFF	0.0	1.0	0.0
274	2	ABA=0,NIA1_2=0,ROS=1,	NO	OFF	0.0	1.0	0.0
277	1	ABA=0,RBOH=0,	NO	OFF	0.0	1.0	1.0
278	2	ABA=1,RBOH=0,	NO	OFF	0.0	1.0	0.0
279	2	ABA=0,RBOH=0,ROS=1,	NO	ON	0.0	0.0	0.0
280	1	ABA=0,ABI1=0,	NO	OFF	0.0	1.0	1.0
281	2	ABA=1,ABI1=0,	NO	ON	0.0	0.0	0.0
416	1	ABA=0,PLDalpha=0,	NO	OFF	0.0	1.0	1.0
417	2	ABA=1,PLDalpha=0,	NO	OFF	0.0	1.0	0.0
419	2	ABA=0,PLDalpha=0,ROS=1,	NO	ON	0.0	0.0	0.0
464	1	ABA=0,ABI1=1,	NO	OFF	0.0	1.0	1.0
465	2	ABA=1,ABI1=1,	NO	ON	0.0	0.0	0.0
471	1	ABA=0,PA=1,	NO	OFF	0.0	1.0	1.0
249	0	ABA=0,	pHc	OFF	0.0	1.0	1.0
250	1	ABA=1,	pHc	ON	1.0	1.0	1.0
257	1	ABA=0,NO=1,	pHc	Some	0.0	0.0	0.0
258	2	ABA=1,NO=1,	pHc	ON	1.0	1.0	0.0
259	1	ABA=0,NO=0,	pHc	OFF	0.0	1.0	1.0
260	2	ABA=1,NO=0,	pHc	Some	1.0	0	0.0
261	1	ABA=0,Ca2c=0,	pHc	OFF	0.0	1.0	1.0
262	2	ABA=1,Ca2c=0,	pHc	OFF	1.0	0	0.0
305	2	ABA=1,ABI1=1,	pHc	OFF	1.0	0	0.0
307	2	ABA=1,OST1=0,	pHc	OFF	1.0	0	0.0
308	1	ABA=0,CaIM=1,	pHc	ON	0.0	0.0	0.0
309	2	ABA=0,ABI1=1,CaIM=1,	pHc	ON	0.0	0.0	0.0
311	2	ABA=0,CaIM=1,OST1=0,	pHc	ON	0.0	0.0	0.0
473	1	ABA=0,PA=1,	pHc	ON	0.0	0.0	0.0
284	0	ABA=0,	CaIM	OFF	0.0	1.0	1.0
285	1	ABA=1,	CaIM	ON	0.0	0.0	0.0
380	1	ABA=0,OST1=0,	CaIM	OFF	0.0	1.0	1.0
381	2	ABA=1,OST1=0,	CaIM	OFF	0.0	1.0	0.0
382	1	ABA=0,OST1=1,	CaIM	OFF	0.0	1.0	1.0
383	2	ABA=1,OST1=1,	CaIM	ON	0.0	0.0	0.0
321	0	ABA=0,	Actin_Reorganization	OFF	0.0	1.0	1.0
322	1	ABA=1,	Actin_Reorganization	ON	1.0	1.0	1.0
323	1	ABA=0,ABI1=1,	Actin_Reorganization	OFF	1.0	0	0.0
324	2	ABA=1,ABI1=1,	Actin_Reorganization	OFF	1.0	0	0.0
330	2	ABA=1,PLC=0,	Actin_Reorganization	ON	1.0	1.0	1.0
331	2	ABA=1,ROS=0,	Actin_Reorganization	OFF/Some	1.0	0	0.0
332	1	ABA=0,RBOH=0,	Actin_Reorganization	OFF	0.0	1.0	1.0
333	2	ABA=1,RBOH=0,	Actin_Reorganization	OFF/Some	1.0	0	0.0
451	1	ABA=0,AtRAC1=0,	Actin_Reorganization	Some/ON	1.0	1.0	1.0
456	1	ABA=0,ROS=1,	Actin_Reorganization	Some	0.0	0.0	0.0
334	0	ABA=0,	AtRAC1	ON	1.0	1.0	1.0
335	1	ABA=1,	AtRAC1	OFF	0.0	1.0	1.0
336	1	ABA=0,ABI1=1,	AtRAC1	ON	0.0	0.0	0.0
337	2	ABA=1,ABI1=1,	AtRAC1	ON	0.0	0.0	0.0
349	0	ABA=0,	KEV	OFF	0.0	1.0	1.0
350	1	ABA=1,	KEV	ON	0.0	0.0	0.0
351	1	ABA=0,CaIM=1,	KEV	Some/ON	0.5	1.0	1.0
409	0	ABA=0,	PA	OFF	0.5	0.5	0.5
410	1	ABA=1,	PA	ON	1.0	1.0	0.5
411	1	ABA=0,PLDalpha=0,	PA	OFF	0.0	1.0	0.5
412	2	ABA=1,PLDalpha=0,	PA	Some	0.0	0.0	0.0
452	1	ABA=0,NO=1,	PA	Some/ON	0.5	1.0	0.5
453	1	ABA=0,PLC=0,	PA	OFF	0.5	0.5	0.25
454	2	ABA=0,NO=1,PLC=0,	PA	OFF/Some	0.5	1.0	0.25
420	0	ABA=0,	AnionEM	OFF	0.0	1.0	1.0
421	1	ABA=1,	AnionEM	ON	1.0	1.0	1.0
422	1	ABA=0,cADPR=0,	AnionEM	OFF	0.0	1.0	1.0
423	2	ABA=1,cADPR=0,	AnionEM	OFF	1.0	0	0.0
424	1	ABA=0,PLC=0,	AnionEM	OFF	0.0	1.0	1.0
425	2	ABA=1,PLC=0,	AnionEM	OFF	1.0	0	0.0
426	1	ABA=1,	Depolarization	ON	1.0	1.0	1.0
427	2	ABA=1,cADPR=0,	Depolarization	OFF	1.0	0	0.0
428	2	ABA=1,PLC=0,	Depolarization	OFF	1.0	0	0.0
439	0	ABA=0,	PLDalpha	OFF	0.5	0.5	0.5
440	1	ABA=1,	PLDalpha	Some/ON	1.0	1.0	0.5
468	1	ABA=0,PA=1,	RBOH	ON	0.0	0.0	0.0
478	0	ABA=0,	OST1	OFF	0.0	1.0	1.0
479	1	ABA=1,	OST1	ON	1.0	1.0	1.0
486	0	ABA=0,	ABI1	ON	0.0	0.0	0.0
487	1	ABA=1,	ABI1	OFF	0.0	1.0	0.0
494	0	ABA=0,	H_ATPase	ON	1.0	1.0	1.0
495	1	ABA=1,	H_ATPase	OFF	0.0	1.0	1.0
496	0	ABA=0,	Malate	ON	1.0	1.0	1.0
497	1	ABA=1,	Malate	OFF	0.0	1.0	1.0
498	0	ABA=0,	InsP3	OFF	0.0	1.0	1.0
499	1	ABA=1,	InsP3	ON	0.0	0.0	0.0
500	0	ABA=0,	S1P_PhytoS1P	OFF	0.0	1.0	1.0
501	1	ABA=1,	S1P_PhytoS1P	ON	1.0	1.0	1.0
502	0	ABA=0,	SPHK1_2	OFF	0.0	1.0	1.0
503	1	ABA=1,	SPHK1_2	ON	1.0	1.0	1.0
total	135.25
max	248.0
per	54.53629032258065%
