ID	Score	Intervention	Observed Node	Value
486	1.0	ABA=0	ABI1	ON
487	1.0	ABA=1	ABI1	OFF
494	1.0	ABA=0	H_ATPase	ON
495	1.0	ABA=1	H_ATPase	OFF
496	1.0	ABA=0	Malate	ON
497	1.0	ABA=1	Malate	OFF
498	1.0	ABA=0	InsP3	OFF
499	1.0	ABA=1	InsP3	ON
500	1.0	ABA=0	S1P_PhytoS1P	OFF
501	1.0	ABA=1	S1P_PhytoS1P	ON
502	1.0	ABA=0	SPHK1_2	OFF
503	1.0	ABA=1	SPHK1_2	ON
