# TOTAL_ITERATIONS=10,PER_ITERATION=10,KEEP=2
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.01,28.0,28.0,28.0,28.0,45.5,45.5,45.5,45.5,45.5,45.5,45.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.01,24.5,26.125,26.125,26.875,26.875,26.875,26.875,26.875,69.0,69.0,69.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.01,39.0,41.0,41.0,41.0,41.0,41.0,65.5,65.5,65.5,65.5,65.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,61.875,72.0,72.0,76.5,77.5,79.0,79.0,81.0,81.0,83.5,83.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,31.3125,82.0,82.0,82.0,82.0,86.0,86.0,88.0,89.0,89.0,89.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,0.0,25.5,26.5,29.5625,31.3125,31.9375,31.9375,35.625,36.5,36.625,86.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,26.6875,41.25,41.25,45.0,72.0,74.0,74.0,74.0,74.0,74.25,74.25
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,41.0,76.0,79.5,79.5,82.5,86.5,86.5,86.5,86.5,88.0,88.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,57.5,59.75,59.75,64.0,74.5,74.75,74.75,74.75,74.75,74.75,74.75
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,28.5625,28.5625,78.25,78.25,83.25,83.25,83.25,83.25,84.25,84.25,85.25
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,0.0,0.0,0.0,23.3125,59.625,59.625,79.75,80.75,80.75,80.75,80.75
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,20.6875,58.875,58.875,66.0,73.75,73.75,75.25,76.25,79.5,81.5,81.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,40.5,72.5,76.0,80.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,62.25,64.25,72.0,75.0,75.0,76.5,76.5,80.25,80.25,82.5,82.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,28.75,75.25,79.75,80.25,80.25,83.5,83.5,83.5,87.5,87.5,87.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,0.0,23.8125,26.9375,27.1875,56.5,65.0,66.5,67.75,69.25,69.25,77.75
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,23.4375,60.25,69.75,69.75,74.75,75.75,78.25,78.25,82.0,82.0,82.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,40.0,42.0,68.25,72.75,74.25,80.0,80.0,81.0,81.0,81.0,81.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,61.875,67.0,67.5,68.5,68.5,72.0,77.5,79.0,79.0,80.0,80.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,29.3125,29.8125,79.5,80.25,81.625,81.625,83.625,83.625,85.5,85.5,89.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,0.0,19.9375,22.25,25.5,26.625,39.25,39.25,39.25,39.25,44.75,44.75
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,23.4375,66.75,74.75,74.75,76.75,77.0,78.25,79.75,80.0,80.75,80.75
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,45.5,65.75,67.0,67.5,71.5,71.5,71.5,72.75,78.0,79.25,79.25
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,62.875,75.5,75.5,80.5,83.5,84.0,84.0,88.0,88.0,88.0,88.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,28.0,80.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,86.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,0.0,21.1875,23.125,26.125,30.75,73.5,73.5,73.5,81.5,82.0,82.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,24.5,66.5,72.0,78.0,78.0,80.75,81.25,81.25,81.25,81.25,81.25
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.05,39.0,39.0,49.5,49.5,49.5,73.5,73.5,79.0,79.0,79.0,79.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,61.875,72.5,75.25,75.25,83.0,83.0,83.5,84.5,85.0,86.0,86.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,31.3125,83.5,86.0,86.0,86.0,86.0,88.0,89.0,89.0,89.0,89.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,0.0,28.75,60.5,69.25,78.0,80.5,82.5,85.0,85.0,85.0,85.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,26.6875,79.0,79.0,79.25,82.25,82.25,83.5,84.5,84.5,87.5,87.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,41.0,76.0,77.5,80.0,82.75,84.75,86.5,87.0,87.0,87.0,89.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,57.5,66.75,75.5,76.5,76.5,76.5,84.5,84.5,84.5,84.5,84.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,28.5625,78.5,79.5,79.5,79.5,80.75,81.25,84.0,87.5,88.0,88.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,0.0,69.75,73.5,80.5,80.5,83.5,83.5,83.5,86.0,88.0,88.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,20.6875,63.5,67.25,80.0,80.0,80.75,84.0,84.0,84.0,84.0,84.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,40.5,74.75,74.875,75.25,78.25,78.25,78.25,79.75,83.0,85.0,85.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,62.25,70.25,71.5,82.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,28.75,75.5,77.5,84.0,84.0,85.0,85.5,85.5,85.5,85.5,86.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,0.0,36.5,78.25,78.25,79.75,79.75,82.0,83.0,83.0,86.0,86.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,23.4375,59.875,76.0,76.0,77.25,78.75,82.0,83.25,83.75,83.75,86.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,40.0,73.0,79.0,79.0,79.0,80.5,85.0,85.0,85.0,85.0,85.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,61.875,71.0,71.0,79.5,79.5,84.0,87.0,87.0,87.0,87.0,87.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,29.3125,77.0,79.5,82.25,83.5,87.0,87.0,87.0,87.0,87.0,87.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,0.0,25.0,77.25,77.25,78.75,84.0,85.25,85.25,85.25,86.25,89.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,23.4375,76.75,79.25,82.0,82.0,82.0,83.0,85.5,85.5,85.5,86.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,45.5,45.5,74.75,76.0,83.0,83.0,83.75,83.75,83.75,83.75,86.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,62.875,67.125,69.0,80.25,80.75,84.0,84.0,84.0,86.25,86.25,86.25
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,28.0,79.75,79.75,81.5,86.0,86.0,86.0,86.0,86.0,87.0,87.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,0.0,27.25,73.25,78.75,78.75,84.0,84.0,84.0,85.0,85.0,85.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,24.5,66.5,72.0,80.0,80.0,80.0,80.0,83.0,84.5,85.25,88.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.1,39.0,39.0,39.0,65.25,72.5,79.0,81.75,81.75,81.75,82.75,82.75
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,61.875,74.5,75.5,75.5,75.5,75.5,75.5,76.5,82.5,82.5,82.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,31.3125,82.5,82.5,84.0,84.0,84.0,87.5,87.5,87.5,87.5,87.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,0.0,29.8125,60.5,71.75,75.25,79.5,82.5,83.5,83.5,83.5,85.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,26.6875,76.0,77.0,81.0,83.0,83.0,83.0,83.0,83.0,83.0,83.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,41.0,71.5,76.5,81.0,82.25,83.0,83.5,83.5,83.5,84.5,84.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,57.5,67.5,69.25,71.25,80.5,86.5,86.5,89.0,89.0,89.0,89.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,28.5625,78.25,80.5,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,0.0,72.25,72.25,81.5,81.5,81.5,82.5,82.5,84.75,84.75,87.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,20.6875,24.9375,71.0,78.375,82.5,82.5,82.5,82.5,82.5,82.5,82.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,40.5,73.25,77.5,86.0,86.0,86.0,86.0,86.0,88.0,88.0,88.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,62.25,71.375,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,28.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,83.75,83.75,83.75
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,0.0,69.75,74.25,74.25,83.25,83.25,85.5,85.5,85.5,85.5,85.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,23.4375,69.125,76.75,76.75,76.75,77.0,80.5,80.5,80.5,88.0,88.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,40.0,73.75,80.0,80.0,80.0,80.0,84.5,84.5,85.0,86.0,86.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,61.875,76.75,76.75,78.75,82.25,85.0,85.0,86.0,86.0,86.0,86.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,29.3125,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,0.0,65.125,74.25,75.75,77.75,77.75,86.25,86.25,86.25,87.0,87.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,23.4375,77.5,81.5,83.5,83.5,83.5,83.5,83.5,85.0,85.0,85.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,45.5,80.5,82.375,83.0,83.0,84.0,84.0,86.0,86.0,86.0,86.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,62.875,77.5,81.5,81.5,83.5,83.5,83.5,83.5,83.5,83.5,83.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,28.0,67.0,80.0,80.5,80.5,80.5,80.5,80.5,80.5,80.5,81.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,0.0,24.875,77.5,83.5,83.5,83.5,86.0,90.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,24.5,71.5,76.5,78.5,81.0,82.0,82.0,82.0,82.0,86.5,86.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.2,39.0,68.75,74.0,75.25,75.75,80.5,81.0,83.0,83.0,83.0,83.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,61.875,84.5,84.5,84.5,84.5,84.5,84.5,84.5,86.5,86.5,86.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,31.3125,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,0.0,81.5,81.5,85.0,87.0,88.0,88.0,88.0,88.0,88.0,88.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,26.6875,83.5,83.5,83.5,83.5,83.5,83.5,83.5,83.5,83.5,83.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,41.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,57.5,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,28.5625,68.5,68.5,83.5,83.5,83.5,83.5,83.5,83.5,85.5,85.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,0.0,76.5,76.5,77.25,81.5,81.5,81.5,81.5,81.5,81.5,81.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,20.6875,25.8125,57.75,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,40.5,78.25,83.0,83.0,83.0,83.0,83.0,83.0,86.0,86.0,86.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,62.25,74.25,74.25,74.25,74.25,74.25,77.0,77.0,77.0,80.25,80.25
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,28.75,78.5,78.5,78.5,78.5,78.5,78.5,78.5,78.5,78.5,82.25
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,0.0,75.0,75.75,77.75,77.75,79.75,85.0,85.0,85.0,85.0,85.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,23.4375,78.5,78.5,78.5,78.5,80.25,80.25,80.25,80.25,80.25,80.25
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,40.0,74.25,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,61.875,71.25,71.25,81.5,84.0,86.25,86.25,86.25,86.25,86.25,86.25
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,29.3125,72.75,76.75,76.75,76.75,76.75,80.75,84.125,84.125,84.125,85.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,0.0,75.25,80.125,80.125,81.75,84.5,85.5,85.5,85.5,85.5,85.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,23.4375,69.25,73.125,81.5,81.5,81.5,81.5,81.5,84.0,84.0,84.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,45.5,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,62.875,76.0,79.5,83.5,84.0,84.0,84.0,84.0,84.0,84.0,84.0
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,28.0,80.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,0.0,62.5,79.75,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,24.5,83.75,83.75,83.75,83.75,83.75,83.75,83.75,83.75,83.75,83.75
Cell Cycle Transcription by Coupled CDK and Network Oscillators,0.5,39.0,82.75,82.75,82.75,82.75,82.75,82.75,82.75,82.75,82.75,82.75
Metabolic Interactions in the Gut Microbiome,0.01,91.23148148148148,92.98148148148148,92.98148148148148,92.98148148148148,92.98148148148148,95.48148148148148,102.54583333333332,106.1320296296296,108.1320296296296,114.33333333333331,114.33333333333331
Metabolic Interactions in the Gut Microbiome,0.01,102.16666666666669,103.66666666666669,103.66666666666669,104.0,107.0,107.0,107.0,107.0,108.75,112.5,115.0
Metabolic Interactions in the Gut Microbiome,0.01,87.140625,87.140625,97.640625,104.0,107.66666666666666,107.66666666666666,109.64583333333333,110.20833333333333,111.83333333333333,112.33333333333333,112.33333333333333
Metabolic Interactions in the Gut Microbiome,0.01,90.20833333333333,93.66666666666666,93.66666666666666,101.77777777777779,106.01111111111109,108.58333333333333,108.58333333333333,109.83333333333333,109.83333333333333,110.0,110.0
Metabolic Interactions in the Gut Microbiome,0.01,115.66666666666669,115.66666666666669,116.16666666666667,116.16666666666667,116.36666666666667,116.66666666666667,116.66666666666667,116.66666666666667,116.66666666666667,116.66666666666667,116.66666666666667
Metabolic Interactions in the Gut Microbiome,0.01,84.75259259259259,86.12586666666665,93.34311666666666,93.34311666666666,93.34311666666666,96.73518333333331,98.86666666666666,101.4074074074074,101.4074074074074,101.4074074074074,112.00000000000001
Metabolic Interactions in the Gut Microbiome,0.01,88.41666666666666,94.91666666666666,95.97222222222221,96.86111111111109,97.93055555555554,103.125,104.375,104.375,105.125,105.125,105.125
Metabolic Interactions in the Gut Microbiome,0.01,81.08333333333333,84.08333333333333,85.29761904761904,85.29761904761904,85.29761904761904,85.29761904761904,98.82587301587301,102.56079365079366,102.56079365079366,107.04761904761907,107.04761904761907
Metabolic Interactions in the Gut Microbiome,0.01,79.97222222222223,80.97222222222223,83.92361111111111,89.54333333333335,94.37333333333335,97.81333333333333,98.39666666666666,99.02166666666666,99.02166666666666,100.02166666666666,100.07722222222222
Metabolic Interactions in the Gut Microbiome,0.01,113.6,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0
Metabolic Interactions in the Gut Microbiome,0.01,86.5072098765432,86.5072098765432,97.10399999999997,98.60399999999997,98.60399999999997,100.25999999999998,101.25999999999998,106.5,106.5,106.5,106.5
Metabolic Interactions in the Gut Microbiome,0.01,90.5,94.58333333333333,94.58333333333333,94.58333333333333,94.58333333333333,95.75,95.75,95.75,103.25,103.25,103.25
Metabolic Interactions in the Gut Microbiome,0.01,85.93749999999999,100.93749999999999,100.93749999999999,105.49999999999999,107.84259259259257,107.84259259259257,107.84259259259257,107.84259259259257,107.84259259259257,108.16666666666666,108.66666666666666
Metabolic Interactions in the Gut Microbiome,0.01,84.20833333333334,90.81249999999999,90.81249999999999,90.82638888888887,90.97916666666666,99.68593749999998,99.68593749999998,99.71718749999998,99.71718749999998,99.90833333333333,100.57499999999999
Metabolic Interactions in the Gut Microbiome,0.01,103.69166666666668,103.69166666666668,104.04166666666667,104.04166666666667,108.75,108.75,112.66666666666667,112.66666666666667,112.66666666666667,112.66666666666667,112.66666666666667
Metabolic Interactions in the Gut Microbiome,0.01,86.58648148148147,96.46148148148147,101.76814814814814,101.76814814814814,104.12962962962963,105.42533333333333,106.42533333333333,106.42533333333333,106.42533333333333,107.72222222222221,107.72222222222221
Metabolic Interactions in the Gut Microbiome,0.01,87.34722222222223,91.84722222222223,91.84722222222223,94.34722222222223,94.34722222222223,94.34722222222223,96.20833333333334,97.66666666666669,97.66666666666669,97.66666666666669,99.90625
Metabolic Interactions in the Gut Microbiome,0.01,91.16666666666667,91.83333333333334,91.83333333333334,96.83333333333334,99.58333333333334,99.58333333333334,99.58333333333334,99.58333333333334,99.58333333333334,99.58333333333334,100.15476190476191
Metabolic Interactions in the Gut Microbiome,0.01,82.08333333333333,84.8611111111111,86.72222222222221,89.30555555555554,89.58333333333333,89.58333333333333,96.33333333333333,96.33333333333333,98.33333333333333,98.33333333333333,98.7105185185185
Metabolic Interactions in the Gut Microbiome,0.01,106.43333333333335,106.43333333333335,106.43333333333335,106.43333333333335,109.33333333333334,109.83333333333334,111.0,111.0,111.0,111.0,111.0
Metabolic Interactions in the Gut Microbiome,0.01,94.06708148148147,95.4074074074074,95.80740740740741,95.80740740740741,95.80740740740741,95.80740740740741,95.9074074074074,96.35185185185185,96.35185185185185,96.35185185185185,96.35185185185185
Metabolic Interactions in the Gut Microbiome,0.01,93.83333333333333,98.33333333333333,98.33333333333333,101.83333333333333,106.83333333333333,106.83333333333333,108.0,109.0,109.3125,109.3125,109.3125
Metabolic Interactions in the Gut Microbiome,0.01,84.875,87.5,87.5,106.66666666666666,109.66666666666667,109.66666666666667,109.66666666666667,109.66666666666667,109.66666666666667,111.04166666666667,111.04166666666667
Metabolic Interactions in the Gut Microbiome,0.01,90.66666666666667,93.34609064404981,93.34609064404981,93.34609064404981,95.64533333333331,97.88699999999999,98.16666666666667,99.16666666666667,99.16666666666667,100.16666666666667,102.66666666666667
Metabolic Interactions in the Gut Microbiome,0.01,104.56666666666668,104.99999999999999,104.99999999999999,104.99999999999999,104.99999999999999,104.99999999999999,105.99999999999999,105.99999999999999,109.16666666666669,109.16666666666669,109.16666666666669
Metabolic Interactions in the Gut Microbiome,0.05,91.23148148148148,101.75,102.0,102.25,103.33333333333333,103.42962962962962,107.71666666666667,109.1,109.55000000000001,112.14999999999999,114.5
Metabolic Interactions in the Gut Microbiome,0.05,102.16666666666669,110.83333333333331,110.83333333333331,115.5,115.5,115.5,117.33333333333333,117.83333333333333,117.83333333333333,117.83333333333333,118.5
Metabolic Interactions in the Gut Microbiome,0.05,87.140625,92.16666666666667,94.55644444444445,94.93229166666667,105.0,111.5,111.75,115.16666666666666,115.16666666666666,115.16666666666666,115.16666666666666
Metabolic Interactions in the Gut Microbiome,0.05,90.20833333333333,95.24469696969695,99.70208333333333,109.08229166666665,109.08229166666665,109.60892857142856,110.25416666666666,110.46666666666667,110.88333333333333,110.88333333333333,111.8
Metabolic Interactions in the Gut Microbiome,0.05,115.66666666666669,116.50000000000001,116.50000000000001,117.16666666666667,117.16666666666667,117.5,117.5,119.33333333333333,119.33333333333333,120.0
Metabolic Interactions in the Gut Microbiome,0.05,84.75259259259259,88.37500000000001,91.57027777777779,96.69166666666669,97.96875,105.625,107.94999999999999,107.94999999999999,107.94999999999999,107.94999999999999,110.46499999999997
Metabolic Interactions in the Gut Microbiome,0.05,88.41666666666666,93.91666666666666,100.72916666666667,105.56527777777778,106.74722222222225,106.74722222222225,106.74722222222225,110.85416666666667,115.875,115.875,115.875
Metabolic Interactions in the Gut Microbiome,0.05,81.08333333333333,86.8565873015873,92.19002857142856,106.04477777777777,106.04477777777777,111.37499999999999,112.375,112.625,112.875,112.875,112.875
Metabolic Interactions in the Gut Microbiome,0.05,79.97222222222223,94.55499999999998,101.83499999999997,107.875,110.41666666666667,110.41666666666667,112.75,114.0,114.0,115.0,115.0
Metabolic Interactions in the Gut Microbiome,0.05,113.6,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0
Metabolic Interactions in the Gut Microbiome,0.05,86.5072098765432,100.74149659863943,102.10399999999997,108.5,109.0,109.0,109.0,109.0,109.0,112.0,112.0
Metabolic Interactions in the Gut Microbiome,0.05,90.5,92.875,104.125,107.25,107.25,107.25,107.25,107.25,109.0,109.0,109.0
Metabolic Interactions in the Gut Microbiome,0.05,85.93749999999999,88.23958333333333,89.375,103.875,107.9375,108.4375,108.5,109.75,110.25,111.25,111.25
Metabolic Interactions in the Gut Microbiome,0.05,84.20833333333334,96.51666666666667,97.51666666666667,101.21066666666665,104.75066666666665,107.06666666666668,107.26666666666668,110.28611111111108,112.0,112.16666666666666,112.16666666666666
Metabolic Interactions in the Gut Microbiome,0.05,103.69166666666668,108.83333333333334,110.16666666666667,110.25,110.25,110.25,111.25,112.0,112.0,112.0,112.0
Metabolic Interactions in the Gut Microbiome,0.05,86.58648148148147,98.1866,101.1866,103.90214147973239,104.90214147973239,107.27949999999998,107.27949999999998,112.40666666666667,113.96666666666667,116.0,116.0
Metabolic Interactions in the Gut Microbiome,0.05,87.34722222222223,97.125,103.61111111111111,107.5,108.5,108.5,111.5,111.5,113.5,114.5,114.5
Metabolic Interactions in the Gut Microbiome,0.05,91.16666666666667,97.66666666666667,97.66666666666667,101.625,102.625,104.36111111111113,104.36111111111113,105.08333333333333,108.40740740740742,109.95185185185186,110.61851851851853
Metabolic Interactions in the Gut Microbiome,0.05,82.08333333333333,92.08333333333333,97.33333333333333,98.33333333333333,98.33333333333333,99.36666666666667,102.312925170068,106.76190476190474,108.67619047619046,108.67619047619046,108.97619047619047
