Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct
IL22,CD8,unknown,Fake,6,,
IL22,TBET_2,unknown,Fake,6,,
IL22,NFKB,unknown,Fake,6,,
IL22,STAT6,unknown,Fake,6,,
IL22,SMAD3,unknown,Fake,6,,
IL22,STAT1_2,unknown,Fake,6,,
IL22,IL4,unknown,Fake,6,,
IL22,STAT3,unknown,Fake,6,,
IL22,IL25,unknown,Fake,6,,
IL22,IL9,unknown,Fake,6,,
IL22,TGFBR,unknown,Fake,6,,
IL22,IL5,unknown,Fake,6,,
IL22,IL1R,unknown,Fake,6,,
IL22,IL6,unknown,Fake,6,,
IL22,IL12RB1_2,unknown,Fake,6,,
IL22,RUNX3,unknown,Fake,6,,
IL22,IL17,unknown,Fake,6,,
IL22,IL4R,unknown,Fake,6,,
IL22,CD4,unknown,Fake,6,,
IL22,SMAD2,unknown,Fake,6,,
IL22,proliferation,unknown,Fake,6,,
IL22,NFAT,unknown,Fake,6,,
IL22,STAT5_2,unknown,Fake,6,,
IL22,IRAK,unknown,Fake,6,,
IL22,IL2,unknown,Fake,6,,
IL22,IL2RA,unknown,Fake,6,,
IL22,IL13,unknown,Fake,6,,
IL22,FOXP3,unknown,Fake,6,,
IL22,IL31,unknown,Fake,6,,
IL22,PRF1,unknown,Fake,6,,
IL22,ST2,unknown,Fake,6,,
IL22,GZMB,unknown,Fake,6,,
IL22,SOCS1,unknown,Fake,6,,
IL22,STAT5,unknown,Fake,6,,
IL22,TGFB,unknown,Fake,6,,
IL22,IL4R_2,unknown,Fake,6,,
IL22,IL2R_2,unknown,Fake,6,,
IL22,IL3,unknown,Fake,6,,
IL22,IL24,unknown,Fake,6,,
IL22,IFNG_2,unknown,Fake,6,,
IL22,GATA3,unknown,Fake,6,,
IL22,RORGT,unknown,Fake,6,,
IL22,IL10,unknown,Fake,6,,
IL22,IL23R,unknown,Fake,6,,
IL22,BCL6,unknown,Fake,6,,
IL22,IL6R,unknown,Fake,6,,
IL22,IL35,unknown,Fake,6,,
IL22,IL25R,unknown,Fake,6,,
IL22,IL2R,unknown,Fake,6,,
IL22,CMAF,unknown,Fake,6,,
IL22,IFNG,unknown,Fake,6,,
IL22,IL1R1,unknown,Fake,6,,
IL22,IL10R,unknown,Fake,6,,
IL17,IL21R,unknown,Fake,6,,
IL17,IL12R,unknown,Fake,6,,
IL17,IL18R,unknown,Fake,6,,
IL17,IL12RB2,unknown,Fake,6,,
IL17,JAK1,unknown,Fake,6,,
IL17,IL21,unknown,Fake,6,,
IL17,IL23,unknown,Fake,6,,
IL17,TBET,unknown,Fake,6,,
IL17,THPOK,unknown,Fake,6,,
IL17,IL4RA_2,unknown,Fake,6,,
IL17,STAT1,unknown,Fake,6,,
IL17,IL33R,unknown,Fake,6,,
IL17,IL22,unknown,Fake,6,,
IL17,IFNGR_2,unknown,Fake,6,,
IL17,IRF1,unknown,Fake,6,,
IL17,STAT4,unknown,Fake,6,,
IL17,IFNGR,unknown,Fake,6,,
IL17,PU1,unknown,Fake,6,,
IL17,EOMES,unknown,Fake,6,,
IL17,CD8,unknown,Fake,6,,
IL17,TBET_2,unknown,Fake,6,,
IL17,NFKB,unknown,Fake,6,,
IL17,STAT6,unknown,Fake,6,,
IL17,SMAD3,unknown,Fake,6,,
IL17,STAT1_2,unknown,Fake,6,,
IL17,IL4,unknown,Fake,6,,
IL17,STAT3,unknown,Fake,6,,
IL17,IL25,unknown,Fake,6,,
IL17,IL9,unknown,Fake,6,,
IL17,TGFBR,unknown,Fake,6,,
IL17,IL5,unknown,Fake,6,,
IL17,IL1R,unknown,Fake,6,,
IL17,IL6,unknown,Fake,6,,
IL17,IL12RB1_2,unknown,Fake,6,,
IL17,RUNX3,unknown,Fake,6,,
IL17,IL17,unknown,Fake,6,,
IL17,IL4R,unknown,Fake,6,,
IL17,CD4,unknown,Fake,6,,
IL17,SMAD2,unknown,Fake,6,,
IL17,proliferation,unknown,Fake,6,,
IL17,NFAT,unknown,Fake,6,,
IL17,STAT5_2,unknown,Fake,6,,
IL17,IRAK,unknown,Fake,6,,
IL17,IL2,unknown,Fake,6,,
IL17,IL2RA,unknown,Fake,6,,
IL17,IL13,unknown,Fake,6,,
IL17,FOXP3,unknown,Fake,6,,
IL17,IL31,unknown,Fake,6,,
IL17,PRF1,unknown,Fake,6,,
IL17,ST2,unknown,Fake,6,,
IL17,GZMB,unknown,Fake,6,,
IL17,SOCS1,unknown,Fake,6,,
IL17,STAT5,unknown,Fake,6,,
IL17,TGFB,unknown,Fake,6,,
IL17,IL4R_2,unknown,Fake,6,,
IL17,IL2R_2,unknown,Fake,6,,
IL17,IL3,unknown,Fake,6,,
IL17,IL24,unknown,Fake,6,,
IL17,IFNG_2,unknown,Fake,6,,
IL17,GATA3,unknown,Fake,6,,
IL17,RORGT,unknown,Fake,6,,
IL17,IL10,unknown,Fake,6,,
IL17,IL23R,unknown,Fake,6,,
IL17,BCL6,unknown,Fake,6,,
IL17,IL6R,unknown,Fake,6,,
IL17,IL35,unknown,Fake,6,,
IL17,IL25R,unknown,Fake,6,,
IL17,IL2R,unknown,Fake,6,,
IL17,CMAF,unknown,Fake,6,,
IL17,IFNG,unknown,Fake,6,,
IL17,IL1R1,unknown,Fake,6,,
IL17,IL10R,unknown,Fake,6,,
IL13,IL21R,unknown,Fake,6,,
IL13,IL12R,unknown,Fake,6,,
IL13,IL18R,unknown,Fake,6,,
IL13,IL12RB2,unknown,Fake,6,,
IL13,JAK1,unknown,Fake,6,,
IL13,IL21,unknown,Fake,6,,
IL13,IL23,unknown,Fake,6,,
IL13,TBET,unknown,Fake,6,,
IL13,THPOK,unknown,Fake,6,,
IL13,IL4RA_2,unknown,Fake,6,,
IL13,STAT1,unknown,Fake,6,,
IL13,IL33R,unknown,Fake,6,,
IL13,IL22,unknown,Fake,6,,
IL13,IFNGR_2,unknown,Fake,6,,
IL13,IRF1,unknown,Fake,6,,
IL13,STAT4,unknown,Fake,6,,
IL13,IFNGR,unknown,Fake,6,,
IL13,PU1,unknown,Fake,6,,
IL13,EOMES,unknown,Fake,6,,
IL13,CD8,unknown,Fake,6,,
IL13,TBET_2,unknown,Fake,6,,
IL13,NFKB,unknown,Fake,6,,
IL13,STAT6,unknown,Fake,6,,
IL13,SMAD3,unknown,Fake,6,,
IL13,STAT1_2,unknown,Fake,6,,
IL13,IL4,unknown,Fake,6,,
IL13,STAT3,unknown,Fake,6,,
IL13,IL25,unknown,Fake,6,,
IL13,IL9,unknown,Fake,6,,
IL13,TGFBR,unknown,Fake,6,,
IL13,IL5,unknown,Fake,6,,
IL13,IL1R,unknown,Fake,6,,
IL13,IL6,unknown,Fake,6,,
IL13,IL12RB1_2,unknown,Fake,6,,
IL13,RUNX3,unknown,Fake,6,,
IL13,IL17,unknown,Fake,6,,
IL13,IL4R,unknown,Fake,6,,
IL13,CD4,unknown,Fake,6,,
IL13,SMAD2,unknown,Fake,6,,
IL13,proliferation,unknown,Fake,6,,
IL13,NFAT,unknown,Fake,6,,
IL13,STAT5_2,unknown,Fake,6,,
IL13,IRAK,unknown,Fake,6,,
IL13,IL2,unknown,Fake,6,,
IL13,IL2RA,unknown,Fake,6,,
IL13,IL13,unknown,Fake,6,,
IL13,FOXP3,unknown,Fake,6,,
IL13,IL31,unknown,Fake,6,,
IL13,PRF1,unknown,Fake,6,,
IL13,ST2,unknown,Fake,6,,
IL13,GZMB,unknown,Fake,6,,
IL13,SOCS1,unknown,Fake,6,,
IL13,STAT5,unknown,Fake,6,,
IL13,TGFB,unknown,Fake,6,,
IL13,IL4R_2,unknown,Fake,6,,
IL13,IL2R_2,unknown,Fake,6,,
IL13,IL3,unknown,Fake,6,,
IL13,IL24,unknown,Fake,6,,
IL13,IFNG_2,unknown,Fake,6,,
IL13,GATA3,unknown,Fake,6,,
IL13,RORGT,unknown,Fake,6,,
IL13,IL10,unknown,Fake,6,,
IL13,IL23R,unknown,Fake,6,,
IL13,BCL6,unknown,Fake,6,,
IL13,IL6R,unknown,Fake,6,,
IL13,IL35,unknown,Fake,6,,
IL13,IL25R,unknown,Fake,6,,
IL13,IL2R,unknown,Fake,6,,
IL13,CMAF,unknown,Fake,6,,
IL13,IFNG,unknown,Fake,6,,
IL13,IL1R1,unknown,Fake,6,,
IL13,IL10R,unknown,Fake,6,,
PRF1,IL21R,unknown,Fake,6,,
PRF1,IL12R,unknown,Fake,6,,
PRF1,IL18R,unknown,Fake,6,,
PRF1,IL12RB2,unknown,Fake,6,,
PRF1,JAK1,unknown,Fake,6,,
PRF1,IL21,unknown,Fake,6,,
PRF1,IL23,unknown,Fake,6,,
PRF1,TBET,unknown,Fake,6,,
PRF1,THPOK,unknown,Fake,6,,
PRF1,IL4RA_2,unknown,Fake,6,,
PRF1,STAT1,unknown,Fake,6,,
PRF1,IL33R,unknown,Fake,6,,
PRF1,IL22,unknown,Fake,6,,
PRF1,IFNGR_2,unknown,Fake,6,,
PRF1,IRF1,unknown,Fake,6,,
PRF1,STAT4,unknown,Fake,6,,
PRF1,IFNGR,unknown,Fake,6,,
PRF1,PU1,unknown,Fake,6,,
PRF1,EOMES,unknown,Fake,6,,
PRF1,CD8,unknown,Fake,6,,
PRF1,TBET_2,unknown,Fake,6,,
PRF1,NFKB,unknown,Fake,6,,
PRF1,STAT6,unknown,Fake,6,,
PRF1,SMAD3,unknown,Fake,6,,
PRF1,STAT1_2,unknown,Fake,6,,
PRF1,IL4,unknown,Fake,6,,
PRF1,STAT3,unknown,Fake,6,,
PRF1,IL25,unknown,Fake,6,,
PRF1,IL9,unknown,Fake,6,,
PRF1,TGFBR,unknown,Fake,6,,
PRF1,IL5,unknown,Fake,6,,
PRF1,IL1R,unknown,Fake,6,,
PRF1,IL6,unknown,Fake,6,,
PRF1,IL12RB1_2,unknown,Fake,6,,
PRF1,RUNX3,unknown,Fake,6,,
PRF1,IL17,unknown,Fake,6,,
PRF1,IL4R,unknown,Fake,6,,
PRF1,CD4,unknown,Fake,6,,
PRF1,SMAD2,unknown,Fake,6,,
PRF1,proliferation,unknown,Fake,6,,
PRF1,NFAT,unknown,Fake,6,,
PRF1,STAT5_2,unknown,Fake,6,,
PRF1,IRAK,unknown,Fake,6,,
PRF1,IL2,unknown,Fake,6,,
PRF1,IL2RA,unknown,Fake,6,,
PRF1,IL13,unknown,Fake,6,,
PRF1,FOXP3,unknown,Fake,6,,
PRF1,IL31,unknown,Fake,6,,
PRF1,PRF1,unknown,Fake,6,,
PRF1,ST2,unknown,Fake,6,,
PRF1,GZMB,unknown,Fake,6,,
PRF1,SOCS1,unknown,Fake,6,,
PRF1,STAT5,unknown,Fake,6,,
PRF1,TGFB,unknown,Fake,6,,
PRF1,IL4R_2,unknown,Fake,6,,
PRF1,IL2R_2,unknown,Fake,6,,
PRF1,IL3,unknown,Fake,6,,
PRF1,IL24,unknown,Fake,6,,
PRF1,IFNG_2,unknown,Fake,6,,
PRF1,GATA3,unknown,Fake,6,,
PRF1,RORGT,unknown,Fake,6,,
PRF1,IL10,unknown,Fake,6,,
PRF1,IL23R,unknown,Fake,6,,
PRF1,BCL6,unknown,Fake,6,,
PRF1,IL6R,unknown,Fake,6,,
PRF1,IL35,unknown,Fake,6,,
PRF1,IL25R,unknown,Fake,6,,
PRF1,IL2R,unknown,Fake,6,,
PRF1,CMAF,unknown,Fake,6,,
PRF1,IFNG,unknown,Fake,6,,
PRF1,IL1R1,unknown,Fake,6,,
PRF1,IL10R,unknown,Fake,6,,
GZMB,IL21R,unknown,Fake,6,,
GZMB,IL12R,unknown,Fake,6,,
GZMB,IL18R,unknown,Fake,6,,
GZMB,IL12RB2,unknown,Fake,6,,
GZMB,JAK1,unknown,Fake,6,,
GZMB,IL21,unknown,Fake,6,,
GZMB,IL23,unknown,Fake,6,,
GZMB,TBET,unknown,Fake,6,,
GZMB,THPOK,unknown,Fake,6,,
GZMB,IL4RA_2,unknown,Fake,6,,
GZMB,STAT1,unknown,Fake,6,,
GZMB,IL33R,unknown,Fake,6,,
GZMB,IL22,unknown,Fake,6,,
GZMB,IFNGR_2,unknown,Fake,6,,
GZMB,IRF1,unknown,Fake,6,,
GZMB,STAT4,unknown,Fake,6,,
GZMB,IFNGR,unknown,Fake,6,,
GZMB,PU1,unknown,Fake,6,,
GZMB,EOMES,unknown,Fake,6,,
GZMB,CD8,unknown,Fake,6,,
GZMB,TBET_2,unknown,Fake,6,,
GZMB,NFKB,unknown,Fake,6,,
GZMB,STAT6,unknown,Fake,6,,
GZMB,SMAD3,unknown,Fake,6,,
GZMB,STAT1_2,unknown,Fake,6,,
GZMB,IL4,unknown,Fake,6,,
GZMB,STAT3,unknown,Fake,6,,
GZMB,IL25,unknown,Fake,6,,
GZMB,IL9,unknown,Fake,6,,
GZMB,TGFBR,unknown,Fake,6,,
GZMB,IL5,unknown,Fake,6,,
GZMB,IL1R,unknown,Fake,6,,
GZMB,IL6,unknown,Fake,6,,
GZMB,IL12RB1_2,unknown,Fake,6,,
GZMB,RUNX3,unknown,Fake,6,,
GZMB,IL17,unknown,Fake,6,,
GZMB,IL4R,unknown,Fake,6,,
GZMB,CD4,unknown,Fake,6,,
GZMB,SMAD2,unknown,Fake,6,,
GZMB,proliferation,unknown,Fake,6,,
GZMB,NFAT,unknown,Fake,6,,
GZMB,STAT5_2,unknown,Fake,6,,
GZMB,IRAK,unknown,Fake,6,,
GZMB,IL2,unknown,Fake,6,,
GZMB,IL2RA,unknown,Fake,6,,
GZMB,IL13,unknown,Fake,6,,
GZMB,FOXP3,unknown,Fake,6,,
GZMB,IL31,unknown,Fake,6,,
GZMB,PRF1,unknown,Fake,6,,
GZMB,ST2,unknown,Fake,6,,
GZMB,GZMB,unknown,Fake,6,,
GZMB,SOCS1,unknown,Fake,6,,
GZMB,STAT5,unknown,Fake,6,,
GZMB,TGFB,unknown,Fake,6,,
GZMB,IL4R_2,unknown,Fake,6,,
GZMB,IL2R_2,unknown,Fake,6,,
GZMB,IL3,unknown,Fake,6,,
GZMB,IL24,unknown,Fake,6,,
GZMB,IFNG_2,unknown,Fake,6,,
GZMB,GATA3,unknown,Fake,6,,
GZMB,RORGT,unknown,Fake,6,,
GZMB,IL10,unknown,Fake,6,,
GZMB,IL23R,unknown,Fake,6,,
GZMB,BCL6,unknown,Fake,6,,
GZMB,IL6R,unknown,Fake,6,,
GZMB,IL35,unknown,Fake,6,,
GZMB,IL25R,unknown,Fake,6,,
GZMB,IL2R,unknown,Fake,6,,
GZMB,CMAF,unknown,Fake,6,,
GZMB,IFNG,unknown,Fake,6,,
GZMB,IL1R1,unknown,Fake,6,,
GZMB,IL10R,unknown,Fake,6,,
IL3,IL21R,unknown,Fake,6,,
IL3,IL12R,unknown,Fake,6,,
IL3,IL18R,unknown,Fake,6,,
IL3,IL12RB2,unknown,Fake,6,,
IL3,JAK1,unknown,Fake,6,,
IL3,IL21,unknown,Fake,6,,
IL3,IL23,unknown,Fake,6,,
IL3,TBET,unknown,Fake,6,,
IL3,THPOK,unknown,Fake,6,,
IL3,IL4RA_2,unknown,Fake,6,,
IL3,STAT1,unknown,Fake,6,,
IL3,IL33R,unknown,Fake,6,,
IL3,IL22,unknown,Fake,6,,
IL3,IFNGR_2,unknown,Fake,6,,
IL3,IRF1,unknown,Fake,6,,
IL3,STAT4,unknown,Fake,6,,
IL3,IFNGR,unknown,Fake,6,,
IL3,PU1,unknown,Fake,6,,
IL3,EOMES,unknown,Fake,6,,
IL3,CD8,unknown,Fake,6,,
IL3,TBET_2,unknown,Fake,6,,
IL3,NFKB,unknown,Fake,6,,
IL3,STAT6,unknown,Fake,6,,
IL3,SMAD3,unknown,Fake,6,,
IL3,STAT1_2,unknown,Fake,6,,
IL3,IL4,unknown,Fake,6,,
IL3,STAT3,unknown,Fake,6,,
IL3,IL25,unknown,Fake,6,,
IL3,IL9,unknown,Fake,6,,
IL3,TGFBR,unknown,Fake,6,,
IL3,IL5,unknown,Fake,6,,
IL3,IL1R,unknown,Fake,6,,
IL3,IL6,unknown,Fake,6,,
IL3,IL12RB1_2,unknown,Fake,6,,
IL3,RUNX3,unknown,Fake,6,,
IL3,IL17,unknown,Fake,6,,
IL3,IL4R,unknown,Fake,6,,
IL3,CD4,unknown,Fake,6,,
IL3,SMAD2,unknown,Fake,6,,
IL3,proliferation,unknown,Fake,6,,
IL3,NFAT,unknown,Fake,6,,
IL3,STAT5_2,unknown,Fake,6,,
IL3,IRAK,unknown,Fake,6,,
IL3,IL2,unknown,Fake,6,,
IL3,IL2RA,unknown,Fake,6,,
IL3,IL13,unknown,Fake,6,,
IL3,FOXP3,unknown,Fake,6,,
IL3,IL31,unknown,Fake,6,,
IL3,PRF1,unknown,Fake,6,,
IL3,ST2,unknown,Fake,6,,
IL3,GZMB,unknown,Fake,6,,
IL3,SOCS1,unknown,Fake,6,,
IL3,STAT5,unknown,Fake,6,,
IL3,TGFB,unknown,Fake,6,,
IL3,IL4R_2,unknown,Fake,6,,
IL3,IL2R_2,unknown,Fake,6,,
IL3,IL3,unknown,Fake,6,,
IL3,IL24,unknown,Fake,6,,
IL3,IFNG_2,unknown,Fake,6,,
IL3,GATA3,unknown,Fake,6,,
IL3,RORGT,unknown,Fake,6,,
IL3,IL10,unknown,Fake,6,,
IL3,IL23R,unknown,Fake,6,,
IL3,BCL6,unknown,Fake,6,,
IL3,IL6R,unknown,Fake,6,,
IL3,IL35,unknown,Fake,6,,
IL3,IL25R,unknown,Fake,6,,
IL3,IL2R,unknown,Fake,6,,
IL3,CMAF,unknown,Fake,6,,
IL3,IFNG,unknown,Fake,6,,
IL3,IL1R1,unknown,Fake,6,,
IL3,IL10R,unknown,Fake,6,,
IL35,IL21R,unknown,Fake,6,,
IL35,IL12R,unknown,Fake,6,,
IL35,IL18R,unknown,Fake,6,,
IL35,IL12RB2,unknown,Fake,6,,
IL35,JAK1,unknown,Fake,6,,
IL35,IL21,unknown,Fake,6,,
IL35,IL23,unknown,Fake,6,,
IL35,TBET,unknown,Fake,6,,
IL35,THPOK,unknown,Fake,6,,
IL35,IL4RA_2,unknown,Fake,6,,
IL35,STAT1,unknown,Fake,6,,
IL35,IL33R,unknown,Fake,6,,
IL35,IL22,unknown,Fake,6,,
IL35,IFNGR_2,unknown,Fake,6,,
IL35,IRF1,unknown,Fake,6,,
IL35,STAT4,unknown,Fake,6,,
IL35,IFNGR,unknown,Fake,6,,
IL35,PU1,unknown,Fake,6,,
IL35,EOMES,unknown,Fake,6,,
IL35,CD8,unknown,Fake,6,,
IL35,TBET_2,unknown,Fake,6,,
IL35,NFKB,unknown,Fake,6,,
IL35,STAT6,unknown,Fake,6,,
IL35,SMAD3,unknown,Fake,6,,
IL35,STAT1_2,unknown,Fake,6,,
IL35,IL4,unknown,Fake,6,,
IL35,STAT3,unknown,Fake,6,,
IL35,IL25,unknown,Fake,6,,
IL35,IL9,unknown,Fake,6,,
IL35,TGFBR,unknown,Fake,6,,
IL35,IL5,unknown,Fake,6,,
IL35,IL1R,unknown,Fake,6,,
IL35,IL6,unknown,Fake,6,,
IL35,IL12RB1_2,unknown,Fake,6,,
IL35,RUNX3,unknown,Fake,6,,
IL35,IL17,unknown,Fake,6,,
IL35,IL4R,unknown,Fake,6,,
IL35,CD4,unknown,Fake,6,,
IL35,SMAD2,unknown,Fake,6,,
IL35,proliferation,unknown,Fake,6,,
IL35,NFAT,unknown,Fake,6,,
IL35,STAT5_2,unknown,Fake,6,,
IL35,IRAK,unknown,Fake,6,,
IL35,IL2,unknown,Fake,6,,
IL35,IL2RA,unknown,Fake,6,,
IL35,IL13,unknown,Fake,6,,
IL35,FOXP3,unknown,Fake,6,,
IL35,IL31,unknown,Fake,6,,
IL35,PRF1,unknown,Fake,6,,
IL35,ST2,unknown,Fake,6,,
IL35,GZMB,unknown,Fake,6,,
IL35,SOCS1,unknown,Fake,6,,
IL35,STAT5,unknown,Fake,6,,
IL35,TGFB,unknown,Fake,6,,
IL35,IL4R_2,unknown,Fake,6,,
IL35,IL2R_2,unknown,Fake,6,,
IL35,IL3,unknown,Fake,6,,
IL35,IL24,unknown,Fake,6,,
IL35,IFNG_2,unknown,Fake,6,,
IL35,GATA3,unknown,Fake,6,,
IL35,RORGT,unknown,Fake,6,,
IL35,IL10,unknown,Fake,6,,
IL35,IL23R,unknown,Fake,6,,
IL35,BCL6,unknown,Fake,6,,
IL35,IL6R,unknown,Fake,6,,
IL35,IL35,unknown,Fake,6,,
IL35,IL25R,unknown,Fake,6,,
IL35,IL2R,unknown,Fake,6,,
IL35,CMAF,unknown,Fake,6,,
IL35,IFNG,unknown,Fake,6,,
IL35,IL1R1,unknown,Fake,6,,
IL35,IL10R,unknown,Fake,6,,
