ID	Score	Intervention	Observed Node	Value
409	1.0	ABA=0	PA	OFF
410	1.0	ABA=1	PA	ON
411	1.0	ABA=0,PLDalpha=0	PA	OFF
412	1.0	ABA=1,PLDalpha=0	PA	Some
413	1.0	ABA=0,PLDalpha=0	ROS	OFF/Some
414	1.0	ABA=1,PLDalpha=0	ROS	Some
416	1.0	ABA=0,PLDalpha=0	NO	OFF
417	1.0	ABA=1,PLDalpha=0	NO	OFF
419	1.0	ABA=0,PLDalpha=0,ROS=1	NO	ON
426	1.0	ABA=1	Depolarization	ON
427	1.0	ABA=1,cADPR=0	Depolarization	OFF
428	1.0	ABA=1,PLC=0	Depolarization	OFF
429	1.0	ABA=0,SACC=0,ERA1=0	Ica	OFF
430	1.0	ABA=1,SACC=0,ERA1=0	Ica	ON
431	1.0	ABA=0,ERA1=0	SLAC1	OFF
432	1.0	ABA=1,ERA1=0	SLAC1	ON
433	1.0	ABA=0,Ca2c=0	QUAC1	OFF
434	1.0	ABA=1,Ca2c=0	QUAC1	ON
435	1.0	ABA=1,PP2C=1,Ca2c=0	QUAC1	OFF
436	1.0	ABA=1,Ca2c=0,OST1=0	QUAC1	OFF
439	1.0	ABA=0	PLDalpha	OFF
440	1.0	ABA=1	PLDalpha	Some/ON
444	1.0	ABA=0,ROS=1	SLAC1	Some/ON
445	1.0	ABA=0,OST1=0,ROS=1	SLAC1	Some/ON
447	1.0	ABA=0,SACC=0,ROS=1	Ica	Some/ON
448	1.0	ABA=0,SACC=0,GPA1=0,ROS=1	Ica	Some/ON
449	1.0	ABA=0,S1P_PhytoS1P=1	Ca2c	Some
450	1.0	ABA=0,Ica=1	Ca2c	Some
451	1.0	ABA=0,AtRAC1=0	Actin_Reorganization	Some/ON
452	1.0	ABA=0,NO=1	PA	Some/ON
453	1.0	ABA=0,PLC=0	PA	OFF
454	1.0	ABA=0,NO=1,PLC=0	PA	OFF/Some
456	1.0	ABA=0,ROS=1	Actin_Reorganization	Some
457	1.0	ABA=0,Ica=1	SLAC1	Some/ON
458	1.0	ABA=0,MPK9_12=0	SLAC1	OFF
459	1.0	ABA=1,MPK9_12=0	SLAC1	OFF
460	1.0	ABA=0,Ica=1,MPK9_12=0	SLAC1	OFF
461	1.0	ABA=0,PA=1	Ca2c	OFF
464	1.0	ABA=0,PP2C=1	NO	OFF
465	1.0	ABA=1,PP2C=1	NO	ON
468	1.0	ABA=0,PA=1	RBOH	ON
469	1.0	ABA=0,PA=1	ROS	Some/ON
471	1.0	ABA=0,PA=1	NO	OFF
473	1.0	ABA=0,PA=1	pHc	ON
477	1.0	ABA=0,PA=1,RBOH=0	ROS	OFF
478	1.0	ABA=0	OST1	OFF
479	1.0	ABA=1	OST1	ON
480	1.0	ABA=0,PP2C=0	OST1	OFF
481	1.0	ABA=1,PP2C=0	OST1	ON
482	1.0	ABA=0,CDPK=0	OST1	OFF
483	1.0	ABA=1,CDPK=0	OST1	ON
486	1.0	ABA=0	PP2C	ON
487	1.0	ABA=1	PP2C	OFF
494	1.0	ABA=0	H_ATPase	ON
495	1.0	ABA=1	H_ATPase	OFF
496	1.0	ABA=0	Malate	ON
497	1.0	ABA=1	Malate	OFF
498	1.0	ABA=0	InsP3	OFF
499	1.0	ABA=1	InsP3	ON
500	1.0	ABA=0	S1P_PhytoS1P	OFF
501	1.0	ABA=1	S1P_PhytoS1P	ON
502	1.0	ABA=0	SPHK1_2	OFF
503	1.0	ABA=1	SPHK1_2	ON
504	1.0	ABA=0	RCARs	OFF
505	1.0	ABA=1	RCARs	ON
